CustomerID,Customer-Age,Gender,Membership,Company,Segment,Model,Car-Year,Car-Age,Fuel type,Servicing-Price,Payment-Method,TechSupport,Assistance,Churn
1157-BQCUW,21,Male,Yes,Maruti Suzuki,Suv,Breeza,2014,6,Petrol,4500,Cash,Yes,Yes,Yes
8259-NFJTV,22,Female,No,Maruti Suzuki,Muv,Ertiga,2015,5,Petrol,5000,Wallet,Yes,Yes,Yes
3223-DWFIO,45,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2016,4,Cng,3500,Cash,Yes,Yes,Yes
2660-EMUBI,37,Male,Yes,Maruti Suzuki,Hatchback,Swift,2017,3,Diesel,3000,Cash,Yes,Yes,Yes
6968-GMKPR,26,Female,No,Maruti Suzuki,Suv,Breeza,2018,2,Petrol,4500,Card,Yes,Yes,Yes
4751-ERMAN,39,Male,Yes,Maruti Suzuki,Muv,Ertiga,2019,1,Petrol,5000,Cash,Yes,Yes,Yes
1436-ZMJAN,37,Male,Yes,Maruti Suzuki,Sedan,Dzire,2020,0,Cng,3500,Wallet,Yes,Yes,Yes
3292-PBZEJ,50,Female,No,Maruti Suzuki,Hatchback,Baleno,2005,15,Diesel,3000,Cash,Yes,Yes,Yes
0799-DDIHE,34,Male,Yes,Maruti Suzuki,Suv,Breeza,2006,14,Petrol,4500,Cash,Yes,Yes,Yes
3070-FNFZQ,24,Male,Yes,Maruti Suzuki,Muv,Ertiga,2007,13,Petrol,5000,Card,Yes,Yes,Yes
2812-SFXMJ,51,Female,No,Maruti Suzuki,Sedan,Ciaz,2008,12,Cng,3500,Cash,Yes,Yes,Yes
7675-OZCZG,54,Male,Yes,Maruti Suzuki,Hatchback,Wagaon-R,2009,11,Diesel,3000,Wallet,Yes,Yes,Yes
5014-WUQMG,45,Male,Yes,Maruti Suzuki,Suv,Breeza,2010,10,Petrol,4500,Cash,Yes,Yes,Yes
5312-TSZVC,49,Female,No,Maruti Suzuki,Muv,Ertiga,2011,9,Petrol,5000,Cash,Yes,Yes,Yes
2003-CKLOR,46,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2012,8,Cng,3500,Card,Yes,Yes,Yes
0993-OSGPT,44,Male,Yes,Maruti Suzuki,Hatchback,Ignis,2013,7,Diesel,3000,Cash,Yes,Yes,Yes
9254-RBFON,40,Female,No,Maruti Suzuki,Suv,Breeza,2014,6,Petrol,4500,Wallet,Yes,Yes,Yes
1205-WNWPJ,37,Male,Yes,Maruti Suzuki,Muv,Ertiga,2015,5,Petrol,5000,Cash,Yes,Yes,Yes
9391-EOYLI,21,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2016,4,Cng,3500,Cash,Yes,Yes,Yes
7108-DGVUU,55,Female,No,Maruti Suzuki,Hatchback,Swift,2017,3,Diesel,3000,Card,Yes,Yes,Yes
2782-JEEBU,53,Male,Yes,Maruti Suzuki,Suv,Breeza,2018,2,Petrol,4500,Cash,Yes,Yes,Yes
5127-BZENZ,35,Male,Yes,Maruti Suzuki,Muv,Ertiga,2019,1,Petrol,5000,Wallet,Yes,Yes,Yes
2720-FVBQP,41,Female,No,Maruti Suzuki,Sedan,Dzire,2020,0,Cng,3500,Cash,Yes,Yes,Yes
9906-NHHVC,53,Male,Yes,Maruti Suzuki,Hatchback,Baleno,2005,15,Diesel,3000,Cash,Yes,Yes,Yes
4522-XRWWI,41,Male,Yes,Maruti Suzuki,Suv,Breeza,2006,14,Petrol,4500,Card,Yes,Yes,Yes
3766-EJLFL,51,Female,No,Maruti Suzuki,Muv,Ertiga,2007,13,Petrol,5000,Cash,Yes,Yes,Yes
5939-SXWHM,29,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2008,12,Cng,3500,Wallet,Yes,Yes,Yes
8152-UOBNY,23,Male,Yes,Maruti Suzuki,Hatchback,Wagaon-R,2009,11,Diesel,3000,Cash,Yes,Yes,Yes
7351-KYHQH,34,Female,No,Maruti Suzuki,Suv,Breeza,2010,10,Petrol,4500,Cash,Yes,Yes,Yes
7643-RCHXS,36,Male,Yes,Maruti Suzuki,Muv,Ertiga,2011,9,Petrol,5000,Card,Yes,Yes,Yes
8246-SHFGA,48,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2012,8,Cng,3500,Cash,Yes,Yes,Yes
8387-MOJJT,36,Female,No,Maruti Suzuki,Hatchback,Ignis,2013,7,Diesel,3000,Wallet,Yes,Yes,Yes
0620-XEFWH,33,Male,Yes,Maruti Suzuki,Suv,Breeza,2014,6,Petrol,4500,Cash,Yes,Yes,Yes
6485-QXWWE,47,Male,Yes,Maruti Suzuki,Muv,Ertiga,2015,5,Petrol,5000,Cash,Yes,Yes,Yes
2761-OCIAX,29,Female,No,Maruti Suzuki,Sedan,Ciaz,2016,4,Cng,3500,Card,Yes,Yes,Yes
7321-VGNKU,44,Male,Yes,Maruti Suzuki,Hatchback,Swift,2017,3,Diesel,3000,Cash,Yes,Yes,Yes
5327-CNLUQ,22,Male,Yes,Maruti Suzuki,Suv,Breeza,2018,2,Petrol,4500,Wallet,Yes,Yes,Yes
7552-KEYGT,52,Female,No,Maruti Suzuki,Muv,Ertiga,2019,1,Petrol,5000,Cash,Yes,Yes,Yes
5816-JMLGY,50,Male,Yes,Maruti Suzuki,Sedan,Dzire,2020,0,Cng,3500,Cash,Yes,Yes,Yes
3068-OMWZA,26,Male,Yes,Maruti Suzuki,Hatchback,Baleno,2005,15,Diesel,3000,Card,Yes,Yes,Yes
2927-QRRQV,39,Female,No,Maruti Suzuki,Suv,Breeza,2006,14,Petrol,4500,Cash,Yes,Yes,Yes
6032-KRXXO,38,Male,Yes,Maruti Suzuki,Muv,Ertiga,2007,13,Petrol,5000,Wallet,Yes,Yes,Yes
7459-RRWQZ,53,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2008,12,Cng,3500,Cash,Yes,Yes,Yes
6265-SXWBU,29,Female,No,Maruti Suzuki,Hatchback,Wagaon-R,2009,11,Diesel,3000,Cash,Yes,Yes,Yes
7941-RCJOW,33,Male,Yes,Maruti Suzuki,Suv,Breeza,2010,10,Petrol,4500,Card,Yes,Yes,Yes
6374-NTQLP,47,Male,Yes,Maruti Suzuki,Muv,Ertiga,2011,9,Petrol,5000,Cash,Yes,Yes,Yes
4154-AQUGT,31,Female,No,Maruti Suzuki,Sedan,Ciaz,2012,8,Cng,3500,Wallet,Yes,Yes,Yes
2387-KDZQY,55,Male,Yes,Maruti Suzuki,Hatchback,Ignis,2013,7,Diesel,3000,Cash,Yes,Yes,Yes
3584-WKTTW,37,Male,Yes,Maruti Suzuki,Suv,Breeza,2014,6,Petrol,4500,Cash,Yes,Yes,Yes
3399-BMLVW,51,Female,No,Maruti Suzuki,Muv,Ertiga,2015,5,Petrol,5000,Card,Yes,Yes,Yes
1971-DTCZB,37,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2016,4,Cng,3500,Cash,Yes,Yes,Yes
3092-IGHWF,53,Male,Yes,Maruti Suzuki,Hatchback,Swift,2017,3,Diesel,3000,Wallet,Yes,Yes,Yes
3374-PZLXD,36,Female,No,Maruti Suzuki,Suv,Breeza,2018,2,Petrol,4500,Cash,Yes,Yes,Yes
3813-DHBBB,31,Male,Yes,Maruti Suzuki,Muv,Ertiga,2019,1,Petrol,5000,Cash,Yes,Yes,Yes
2812-REYAT,47,Male,Yes,Company,Segment,Model,2020,0,Cng,,Card,Yes,Yes,Yes
6518-PPLMZ,21,Female,No,Maruti Suzuki,Sedan,Ciaz,2005,15,Diesel,3500,Cash,Yes,Yes,Yes
4939-KYYPY,41,Male,Yes,Maruti Suzuki,Hatchback,Swift,2006,14,Petrol,3000,Wallet,Yes,Yes,Yes
8017-LXHFA,34,Male,Yes,Maruti Suzuki,Suv,Breeza,2007,13,Petrol,4500,Cash,Yes,Yes,Yes
5930-GBIWP,39,Female,No,Maruti Suzuki,Muv,Ertiga,2008,12,Cng,5000,Cash,Yes,Yes,Yes
6022-KOUQO,54,Male,Yes,Maruti Suzuki,Sedan,Dzire,2009,11,Diesel,3500,Card,Yes,Yes,Yes
6352-TWCAU,34,Male,Yes,Maruti Suzuki,Hatchback,Baleno,2010,10,Petrol,3000,Cash,Yes,Yes,Yes
2361-UPSND,38,Female,No,Maruti Suzuki,Suv,Breeza,2011,9,Petrol,4500,Wallet,Yes,Yes,Yes
6035-RIIOM,39,Male,Yes,Maruti Suzuki,Muv,Ertiga,2012,8,Cng,5000,Cash,Yes,Yes,Yes
2929-QNSRW,39,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2013,7,Diesel,3500,Cash,Yes,Yes,Yes
1262-OPMFY,22,Female,No,Maruti Suzuki,Hatchback,Wagaon-R,2014,6,Petrol,3000,Card,Yes,Yes,Yes
9504-DSHWM,53,Male,Yes,Maruti Suzuki,Suv,Breeza,2015,5,Petrol,4500,Cash,Yes,Yes,Yes
5035-BVCXS,23,Male,Yes,Maruti Suzuki,Muv,Ertiga,2016,4,Cng,5000,Wallet,Yes,Yes,Yes
6267-DCFFZ,32,Female,No,Maruti Suzuki,Sedan,Ciaz,2017,3,Diesel,3500,Cash,Yes,Yes,Yes
3533-UVMOM,21,Male,Yes,Maruti Suzuki,Hatchback,Ignis,2018,2,Petrol,3000,Cash,Yes,Yes,Yes
2439-LYPMQ,22,Male,Yes,Maruti Suzuki,Suv,Breeza,2019,1,Petrol,4500,Card,Yes,Yes,Yes
4248-QPAVC,50,Female,No,Maruti Suzuki,Muv,Ertiga,2020,0,Cng,5000,Cash,Yes,Yes,Yes
1899-VXWXM,34,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2005,15,Diesel,3500,Wallet,Yes,Yes,Yes
1478-VPOAD,36,Male,Yes,Maruti Suzuki,Hatchback,Swift,2006,14,Petrol,3000,Cash,Yes,Yes,Yes
9995-HOTOH,30,Female,No,Maruti Suzuki,Suv,Breeza,2007,13,Petrol,4500,Cash,Yes,Yes,Yes
2988-PLAHS,46,Male,Yes,Maruti Suzuki,Muv,Ertiga,2008,12,Cng,5000,Card,Yes,Yes,Yes
1371-OJCEK,54,Male,Yes,Maruti Suzuki,Sedan,Dzire,2009,11,Diesel,3500,Cash,Yes,Yes,Yes
4999-IEZLT,46,Female,No,Maruti Suzuki,Hatchback,Baleno,2010,10,Petrol,3000,Wallet,Yes,Yes,Yes
8883-ANODQ,31,Male,Yes,Maruti Suzuki,Suv,Breeza,2011,9,Petrol,4500,Cash,Yes,Yes,Yes
4690-LLKUA,36,Male,Yes,Maruti Suzuki,Muv,Ertiga,2012,8,Cng,5000,Cash,Yes,Yes,Yes
2351-RRBUE,43,Female,No,Maruti Suzuki,Sedan,Ciaz,2013,7,Diesel,3500,Card,Yes,Yes,Yes
5980-BDHPY,34,Male,Yes,Maruti Suzuki,Hatchback,Wagaon-R,2014,6,Petrol,3000,Cash,Yes,Yes,Yes
1498-DQNRX,40,Male,Yes,Maruti Suzuki,Suv,Breeza,2015,5,Petrol,4500,Wallet,Yes,Yes,Yes
9469-WEJBT,29,Female,No,Maruti Suzuki,Muv,Ertiga,2016,4,Cng,5000,Cash,Yes,Yes,Yes
3331-HQDTW,48,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2017,3,Diesel,3500,Cash,Yes,Yes,Yes
9490-DFPMD,54,Male,Yes,Maruti Suzuki,Hatchback,Ignis,2018,2,Petrol,3000,Card,Yes,Yes,Yes
2581-VKIRT,46,Female,No,Maruti Suzuki,Suv,Breeza,2019,1,Petrol,4500,Cash,Yes,Yes,Yes
5442-XSDCW,23,Male,Yes,Maruti Suzuki,Muv,Ertiga,2020,0,Cng,5000,Wallet,Yes,Yes,Yes
7426-WEIJX,30,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2005,15,Diesel,3500,Cash,Yes,Yes,Yes
2851-MMUTZ,48,Female,No,Maruti Suzuki,Hatchback,Swift,2006,14,Petrol,3000,Cash,Yes,Yes,Yes
3049-NDXFL,43,Male,Yes,Maruti Suzuki,Suv,Breeza,2007,13,Petrol,4500,Card,Yes,Yes,Yes
8580-AECUZ,35,Male,Yes,Maruti Suzuki,Muv,Ertiga,2008,12,Cng,5000,Cash,Yes,Yes,Yes
3307-TLCUD,30,Female,No,Maruti Suzuki,Sedan,Dzire,2009,11,Diesel,3500,Wallet,Yes,Yes,Yes
6625-FLENO,44,Male,Yes,Maruti Suzuki,Hatchback,Baleno,2010,10,Petrol,3000,Cash,Yes,Yes,Yes
2967-MXRAV,45,Male,Yes,Maruti Suzuki,Suv,Breeza,2011,9,Petrol,4500,Cash,Yes,Yes,Yes
7963-GQRMY,51,Female,No,Maruti Suzuki,Muv,Ertiga,2012,8,Cng,5000,Card,Yes,Yes,Yes
8189-HBVRW,31,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2013,7,Diesel,3500,Cash,Yes,Yes,Yes
4163-KIUHY,33,Male,Yes,Maruti Suzuki,Hatchback,Wagaon-R,2014,6,Petrol,3000,Wallet,Yes,Yes,Yes
1228-FZFRV,23,Female,No,Maruti Suzuki,Suv,Breeza,2015,5,Petrol,4500,Cash,Yes,Yes,Yes
3500-NSDOA,32,Male,Yes,Maruti Suzuki,Muv,Ertiga,2016,4,Cng,5000,Cash,Yes,Yes,Yes
1171-TYKUR,26,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2017,3,Diesel,3500,Card,Yes,Yes,Yes
3761-FLYZI,40,Female,No,Maruti Suzuki,Hatchback,Ignis,2018,2,Petrol,3000,Cash,Yes,Yes,Yes
2058-DCJBE,31,Male,Yes,Maruti Suzuki,Suv,Breeza,2019,1,Petrol,4500,Wallet,Yes,Yes,Yes
5364-XYIRR,45,Male,Yes,Maruti Suzuki,Muv,Ertiga,2020,0,Cng,5000,Cash,Yes,Yes,Yes
4829-AUOAX,27,Female,No,Maruti Suzuki,Sedan,Ciaz,2005,15,Diesel,3500,Cash,Yes,Yes,Yes
1219-NNDDO,43,Male,Yes,Maruti Suzuki,Hatchback,Swift,2006,14,Petrol,3000,Card,Yes,Yes,Yes
8388-DMKAE,31,Male,Yes,Maruti Suzuki,Suv,Breeza,2007,13,Petrol,4500,Cash,Yes,Yes,Yes
4403-BWPAY,51,Female,No,Maruti Suzuki,Muv,Ertiga,2008,12,Cng,5000,Wallet,Yes,Yes,Yes
9659-QEQSY,38,Male,Yes,Maruti Suzuki,Sedan,Dzire,2009,11,Diesel,3500,Cash,Yes,Yes,Yes
5405-ZMYXQ,43,Male,Yes,Maruti Suzuki,Hatchback,Baleno,2010,10,Petrol,3000,Cash,Yes,Yes,Yes
5047-LHVLY,41,Female,No,Maruti Suzuki,Suv,Breeza,2011,9,Petrol,4500,Card,Yes,Yes,Yes
1442-OKRJE,46,Male,Yes,Maruti Suzuki,Muv,Ertiga,2012,8,Cng,5000,Cash,Yes,Yes,Yes
4737-AQCPU,47,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2013,7,Diesel,3500,Wallet,Yes,Yes,Yes
9158-VCTQB,38,Female,No,Maruti Suzuki,Hatchback,Wagaon-R,2014,6,Petrol,3000,Cash,Yes,Yes,Yes
2808-CHTDM,21,Male,Yes,Maruti Suzuki,Suv,Breeza,2015,5,Petrol,4500,Cash,Yes,Yes,Yes
6311-UEUME,35,Male,Yes,Maruti Suzuki,Muv,Ertiga,2016,4,Cng,5000,Card,Yes,Yes,Yes
0793-TWELN,48,Female,No,Maruti Suzuki,Sedan,Ciaz,2017,3,Diesel,3500,Cash,Yes,Yes,Yes
3283-WCWXT,38,Male,Yes,Maruti Suzuki,Hatchback,Ignis,2018,2,Petrol,3000,Wallet,Yes,Yes,Yes
1060-ENTOF,38,Male,Yes,Maruti Suzuki,Suv,Breeza,2019,1,Petrol,4500,Cash,Yes,Yes,Yes
0999-QXNSA,55,Female,No,Maruti Suzuki,Muv,Ertiga,2020,0,Cng,5000,Cash,Yes,Yes,Yes
5451-MHQOF,42,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2005,15,Diesel,3500,Card,Yes,Yes,Yes
4836-WNFNO,30,Male,Yes,Maruti Suzuki,Hatchback,Swift,2006,14,Petrol,3000,Cash,Yes,Yes,Yes
9225-BZLNZ,22,Female,No,Maruti Suzuki,Suv,Breeza,2007,13,Petrol,4500,Wallet,Yes,Yes,Yes
0354-VXMJC,26,Male,Yes,Maruti Suzuki,Muv,Ertiga,2008,12,Cng,5000,Cash,Yes,Yes,Yes
4422-QVIJA,48,Male,Yes,Maruti Suzuki,Sedan,Dzire,2009,11,Diesel,3500,Cash,Yes,Yes,Yes
9365-SRSZE,26,Female,No,Maruti Suzuki,Hatchback,Baleno,2010,10,Petrol,3000,Card,Yes,Yes,Yes
6839-ITVZJ,53,Male,Yes,Maruti Suzuki,Suv,Breeza,2011,9,Petrol,4500,Cash,Yes,Yes,Yes
8332-OSJDW,35,Male,Yes,Maruti Suzuki,Muv,Ertiga,2012,8,Cng,5000,Wallet,Yes,Yes,Yes
4735-BJKOU,42,Female,No,Maruti Suzuki,Sedan,Ciaz,2013,7,Diesel,3500,Cash,Yes,Yes,Yes
0274-JKUJR,26,Male,Yes,Maruti Suzuki,Hatchback,Wagaon-R,2014,6,Petrol,3000,Cash,Yes,Yes,Yes
5740-YHGTW,29,Male,Yes,Maruti Suzuki,Suv,Breeza,2015,5,Petrol,4500,Card,Yes,Yes,Yes
8917-SZTTJ,37,Female,No,Maruti Suzuki,Muv,Ertiga,2016,4,Cng,5000,Cash,Yes,Yes,Yes
1696-MZVAU,55,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2017,3,Diesel,3500,Wallet,Yes,Yes,Yes
7359-WWYJV,26,Male,Yes,Maruti Suzuki,Hatchback,Ignis,2018,2,Petrol,3000,Cash,Yes,Yes,Yes
0375-HVGXO,46,Female,No,Maruti Suzuki,Suv,Breeza,2019,1,Petrol,4500,Cash,Yes,Yes,Yes
4906-ZHGPK,42,Male,Yes,Maruti Suzuki,Muv,Ertiga,2020,0,Cng,5000,Card,Yes,Yes,Yes
8593-WHYHV,37,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2005,15,Diesel,3500,Cash,Yes,Yes,Yes
3795-GWTRD,47,Female,No,Maruti Suzuki,Hatchback,Swift,2006,14,Petrol,3000,Wallet,Yes,Yes,Yes
1298-PHBTI,28,Male,Yes,Maruti Suzuki,Suv,Breeza,2007,13,Petrol,4500,Cash,Yes,Yes,Yes
6223-DHJGV,53,Male,Yes,Maruti Suzuki,Muv,Ertiga,2008,12,Cng,5000,Cash,Yes,Yes,Yes
6961-MJKBO,55,Female,No,Maruti Suzuki,Sedan,Dzire,2009,11,Diesel,3500,Card,Yes,Yes,Yes
6097-EQISJ,21,Male,Yes,Maruti Suzuki,Hatchback,Baleno,2010,10,Petrol,3000,Cash,Yes,Yes,Yes
4423-YLHDV,54,Male,Yes,Maruti Suzuki,Suv,Breeza,2011,9,Petrol,4500,Wallet,Yes,Yes,Yes
8158-WPEZG,30,Female,No,Maruti Suzuki,Muv,Ertiga,2012,8,Cng,5000,Cash,Yes,Yes,Yes
0107-YHINA,24,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2013,7,Diesel,3500,Cash,Yes,Yes,Yes
4918-FYJNT,21,Male,Yes,Maruti Suzuki,Hatchback,Wagaon-R,2014,6,Petrol,3000,Card,Yes,Yes,Yes
0727-BNRLG,43,Female,No,Maruti Suzuki,Suv,Breeza,2015,5,Petrol,4500,Cash,Yes,Yes,Yes
4854-CIDCF,31,Male,Yes,Maruti Suzuki,Muv,Ertiga,2016,4,Cng,5000,Wallet,Yes,Yes,Yes
8640-SDGKB,23,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2017,3,Diesel,3500,Cash,Yes,Yes,Yes
3280-MRDOF,45,Female,No,Maruti Suzuki,Hatchback,Ignis,2018,2,Petrol,3000,Cash,Yes,Yes,Yes
6435-SRWBJ,50,Male,Yes,Maruti Suzuki,Suv,Breeza,2019,1,Petrol,4500,Card,Yes,Yes,Yes
9964-WBQDJ,45,Male,Yes,Maruti Suzuki,Muv,Ertiga,2020,0,Cng,5000,Cash,Yes,Yes,Yes
6303-KFWSL,46,Female,No,Maruti Suzuki,Sedan,Ciaz,2005,15,Diesel,3500,Wallet,Yes,Yes,Yes
1702-CCFNJ,33,Male,Yes,Maruti Suzuki,Hatchback,Swift,2006,14,Petrol,3000,Cash,Yes,Yes,Yes
8932-CZHRQ,32,Male,Yes,Maruti Suzuki,Suv,Breeza,2007,13,Petrol,4500,Cash,Yes,Yes,Yes
0386-CWRGM,48,Female,No,Maruti Suzuki,Muv,Ertiga,2008,12,Cng,5000,Card,Yes,Yes,Yes
5515-RUGKN,45,Male,Yes,Company,Segment,Model,2009,11,Diesel,,Cash,Yes,Yes,Yes
0404-AHASP,37,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2010,10,Petrol,3500,Wallet,Yes,Yes,Yes
7279-NMVJC,51,Female,No,Maruti Suzuki,Hatchback,Swift,2011,9,Petrol,3000,Cash,Yes,Yes,Yes
2081-VEYEH,53,Male,Yes,Maruti Suzuki,Suv,Breeza,2012,8,Cng,4500,Cash,Yes,Yes,Yes
6407-UTSLV,22,Male,Yes,Maruti Suzuki,Muv,Ertiga,2013,7,Diesel,5000,Card,Yes,Yes,Yes
4116-TZAQJ,49,Female,No,Maruti Suzuki,Sedan,Dzire,2014,6,Petrol,3500,Cash,Yes,Yes,Yes
9060-HJJRW,35,Male,Yes,Maruti Suzuki,Hatchback,Baleno,2015,5,Petrol,3000,Wallet,Yes,Yes,Yes
2587-YNLES,51,Male,Yes,Maruti Suzuki,Suv,Breeza,2016,4,Cng,4500,Cash,Yes,Yes,Yes
7398-SKNQZ,35,Female,No,Maruti Suzuki,Muv,Ertiga,2017,3,Diesel,5000,Cash,Yes,Yes,Yes
5935-FCCNB,42,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2018,2,Petrol,3500,Card,Yes,Yes,Yes
1958-RNRKS,29,Male,Yes,Maruti Suzuki,Hatchback,Wagaon-R,2019,1,Petrol,3000,Cash,Yes,Yes,Yes
5136-RGMZO,27,Female,No,Maruti Suzuki,Suv,Breeza,2020,0,Cng,4500,Wallet,Yes,Yes,Yes
8345-MVDYC,39,Male,Yes,Maruti Suzuki,Muv,Ertiga,2005,15,Diesel,5000,Cash,Yes,Yes,Yes
8226-BXGES,54,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2006,14,Petrol,3500,Cash,Yes,Yes,Yes
3877-JRJIP,38,Female,No,Maruti Suzuki,Hatchback,Ignis,2007,13,Petrol,3000,Card,Yes,Yes,Yes
8375-DKEBR,21,Male,Yes,Maruti Suzuki,Suv,Breeza,2008,12,Cng,4500,Cash,Yes,Yes,Yes
9705-IOVQQ,43,Male,Yes,Maruti Suzuki,Muv,Ertiga,2009,11,Diesel,5000,Wallet,Yes,Yes,Yes
1015-OWJKI,32,Female,No,Maruti Suzuki,Sedan,Ciaz,2010,10,Petrol,3500,Cash,Yes,Yes,Yes
7511-YMXVQ,50,Male,Yes,Maruti Suzuki,Hatchback,Swift,2011,9,Petrol,3000,Cash,Yes,Yes,Yes
2040-XBAVJ,45,Male,Yes,Maruti Suzuki,Suv,Breeza,2012,8,Cng,4500,Card,Yes,Yes,Yes
7551-JOHTI,31,Female,No,Maruti Suzuki,Muv,Ertiga,2013,7,Diesel,5000,Cash,Yes,Yes,Yes
8887-IPQNC,29,Male,Yes,Maruti Suzuki,Sedan,Dzire,2014,6,Petrol,3500,Wallet,Yes,Yes,Yes
8646-JCOMS,37,Male,Yes,Maruti Suzuki,Hatchback,Baleno,2015,5,Petrol,3000,Cash,Yes,Yes,Yes
9804-ICWBG,36,Female,No,Maruti Suzuki,Suv,Breeza,2016,4,Cng,4500,Cash,Yes,Yes,Yes
1222-KJNZD,42,Male,Yes,Maruti Suzuki,Muv,Ertiga,2017,3,Diesel,5000,Card,Yes,Yes,Yes
0106-GHRQR,43,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2018,2,Petrol,3500,Cash,Yes,Yes,Yes
5318-IXUZF,28,Female,No,Maruti Suzuki,Hatchback,Wagaon-R,2019,1,Petrol,3000,Wallet,Yes,Yes,Yes
3768-VHXQO,45,Male,Yes,Maruti Suzuki,Suv,Breeza,2020,0,Cng,4500,Cash,Yes,Yes,Yes
8952-WCVCD,31,Male,Yes,Maruti Suzuki,Muv,Ertiga,2005,15,Diesel,5000,Cash,Yes,Yes,Yes
2418-TPEUN,51,Female,No,Maruti Suzuki,Sedan,Ciaz,2006,14,Petrol,3500,Card,Yes,Yes,Yes
3963-RYFNS,25,Male,Yes,Maruti Suzuki,Hatchback,Ignis,2007,13,Petrol,3000,Cash,Yes,Yes,Yes
3198-VELRD,37,Male,Yes,Maruti Suzuki,Suv,Breeza,2008,12,Cng,4500,Wallet,Yes,Yes,Yes
8540-ZQGEA,43,Female,No,Maruti Suzuki,Muv,Ertiga,2009,11,Diesel,5000,Cash,Yes,Yes,Yes
1320-REHCS,50,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2010,10,Petrol,3500,Cash,Yes,Yes,Yes
4137-JOPHL,29,Male,Yes,Maruti Suzuki,Hatchback,Swift,2011,9,Petrol,3000,Card,Yes,Yes,Yes
9436-ZBZCT,35,Female,No,Maruti Suzuki,Suv,Breeza,2012,8,Cng,4500,Cash,Yes,Yes,Yes
7801-CEDNV,41,Male,Yes,Maruti Suzuki,Muv,Ertiga,2013,7,Diesel,5000,Wallet,Yes,Yes,Yes
2057-BOYKM,44,Male,Yes,Maruti Suzuki,Sedan,Dzire,2014,6,Petrol,3500,Cash,Yes,Yes,Yes
3658-QQJYD,44,Female,No,Maruti Suzuki,Hatchback,Baleno,2015,5,Petrol,3000,Cash,Yes,Yes,Yes
1803-BGNBD,24,Male,Yes,Maruti Suzuki,Suv,Breeza,2016,4,Cng,4500,Card,Yes,Yes,Yes
0134-XWXCE,55,Male,Yes,Maruti Suzuki,Muv,Ertiga,2017,3,Diesel,5000,Cash,Yes,Yes,Yes
6950-TWMYB,39,Female,No,Maruti Suzuki,Sedan,Ciaz,2018,2,Petrol,3500,Wallet,Yes,Yes,Yes
5848-FHRFC,27,Male,Yes,Maruti Suzuki,Hatchback,Wagaon-R,2019,1,Petrol,3000,Cash,Yes,Yes,Yes
2243-FNMMI,27,Male,Yes,Maruti Suzuki,Suv,Breeza,2020,0,Cng,4500,Cash,Yes,Yes,Yes
2511-MORQY,46,Female,No,Maruti Suzuki,Muv,Ertiga,2005,15,Diesel,5000,Card,Yes,Yes,Yes
5356-KZCKT,26,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2006,14,Petrol,3500,Cash,Yes,Yes,Yes
9470-XCCEM,33,Male,Yes,Maruti Suzuki,Hatchback,Ignis,2007,13,Petrol,3000,Wallet,Yes,Yes,Yes
6519-CFDBX,29,Female,No,Maruti Suzuki,Suv,Breeza,2008,12,Cng,4500,Cash,Yes,Yes,Yes
3902-MIVLE,36,Male,Yes,Maruti Suzuki,Muv,Ertiga,2009,11,Diesel,5000,Cash,Yes,Yes,Yes
0409-WTMPL,36,Male,Yes,Maruti Suzuki,Sedan,Ciaz,2010,10,Petrol,3500,Card,Yes,Yes,Yes
8763-KIAFH,45,Female,No,Maruti Suzuki,Hatchback,Swift,2011,9,Petrol,3000,Cash,Yes,Yes,Yes
3669-WHAFY,25,Male,Yes,Maruti Suzuki,Suv,Breeza,2012,8,Cng,4500,Wallet,Yes,Yes,Yes
3055-VTCGS,27,Male,Yes,Maruti Suzuki,Muv,Ertiga,2013,7,Diesel,5000,Cash,Yes,Yes,Yes
3144-KMTWZ,33,Female,No,Maruti Suzuki,Sedan,Dzire,2014,6,Petrol,3500,Cash,Yes,Yes,Yes
