Date,AveragePrice,Total Volume,Small Bags,Large Bags,XLarge Bags,type,year,region
2015/4/19,1.88,7468.8,6821.51,0,0,organic,2015,NorthernNewEngland
2015/4/12,1.87,7094.98,6604.13,0,0,organic,2015,NorthernNewEngland
2015/4/5,1.88,8444.82,7834.74,0,0,organic,2015,NorthernNewEngland
2015/3/29,1.9,6433.37,5839.02,0,0,organic,2015,NorthernNewEngland
2015/3/22,1.88,8083.91,7096.57,0,0,organic,2015,NorthernNewEngland
2015/3/15,1.9,5599.89,4904.42,0,0,organic,2015,NorthernNewEngland
2015/3/8,1.87,6756.78,5915,0,0,organic,2015,NorthernNewEngland
2015/3/1,1.82,6940.73,6064.35,0,0,organic,2015,NorthernNewEngland
2015/2/22,1.82,6267.8,5387.3,0,0,organic,2015,NorthernNewEngland
2015/2/15,1.87,7199.17,6600.52,0,0,organic,2015,NorthernNewEngland
2015/2/8,1.88,7856.82,7333.91,0,0,organic,2015,NorthernNewEngland
2015/2/1,1.89,6551.44,5978.48,0,0,organic,2015,NorthernNewEngland
2015/1/25,1.9,6757.39,6163.83,0,0,organic,2015,NorthernNewEngland
2015/1/18,1.88,7618.91,7049.63,0,0,organic,2015,NorthernNewEngland
2015/1/11,1.88,6485.3,5894.15,0,0,organic,2015,NorthernNewEngland
2015/1/4,1.83,7301.3,6664.25,0,0,organic,2015,NorthernNewEngland
2015/12/27,1.67,3110.45,1119.57,323.85,0,organic,2015,Orlando
2015/12/20,1.89,2850.72,610.36,0,0,organic,2015,Orlando
2015/12/13,1.87,2437.13,598.42,0,0,organic,2015,Orlando
2015/12/6,1.85,2811.06,796.67,0,0,organic,2015,Orlando
2015/11/29,1.87,2082.98,546.67,3.33,0,organic,2015,Orlando
2015/11/22,1.84,2375.83,726.67,33.33,0,organic,2015,Orlando
2015/11/15,1.83,2903.44,946.66,3.33,0,organic,2015,Orlando
2015/11/8,1.83,3067.94,1053.33,0,0,organic,2015,Orlando
2015/11/1,1.8,3127.26,1258.58,0,0,organic,2015,Orlando
2015/10/25,1.85,2905.07,876.67,0,0,organic,2015,Orlando
2015/10/18,2.18,2804.82,880,0,0,organic,2015,Orlando
2015/10/11,2.05,3285.94,1475.62,0,0,organic,2015,Orlando
2015/10/4,2.11,2990.97,1152.81,0,0,organic,2015,Orlando
2015/9/27,2.24,2490.3,642.28,0,0,organic,2015,Orlando
2015/9/20,2.08,3252.5,1334.54,0,0,organic,2015,Orlando
2015/9/13,2.11,2895.23,1083.02,0,0,organic,2015,Orlando
2015/9/6,1.95,3337.29,1799.52,0,0,organic,2015,Orlando
2015/8/30,2.11,3081.43,1149.5,0,0,organic,2015,Orlando
2015/8/23,1.96,3760.73,1653.46,0,0,organic,2015,Orlando
2015/8/16,1.72,5843.23,3619.99,0,0,organic,2015,Orlando
2015/8/9,1.77,4599.05,2214.78,0,0,organic,2015,Orlando
2015/8/2,2,4054.1,1766.13,0,0,organic,2015,Orlando
2015/7/26,1.74,6023.21,3484.04,0,0,organic,2015,Orlando
2015/7/19,1.72,5031.11,2966.68,0,0,organic,2015,Orlando
2015/7/12,1.89,5281.36,3592.55,0,0,organic,2015,Orlando
2015/7/5,1.82,2529.35,810,42.93,0,organic,2015,Orlando
2015/6/28,1.87,2804.46,656.67,0,0,organic,2015,Orlando
2015/6/21,1.89,2442.88,490,32.06,0,organic,2015,Orlando
2015/6/14,1.86,3012.55,830,0,0,organic,2015,Orlando
2015/6/7,1.81,2834.45,1073.33,0,0,organic,2015,Orlando
2015/5/31,1.84,3350.22,1040,0,0,organic,2015,Orlando
2015/5/24,1.81,2640.04,1016.67,0,0,organic,2015,Orlando
2015/5/17,1.88,2730.74,610.76,0,0,organic,2015,Orlando
2015/5/10,1.78,2982.83,1263.69,0,0,organic,2015,Orlando
2015/5/3,1.82,2498.36,890,0,0,organic,2015,Orlando
2015/4/26,1.88,2490.11,586.67,0,0,organic,2015,Orlando
2015/4/19,1.76,2745.8,1064.61,0,0,organic,2015,Orlando
2015/4/12,1.89,2310.76,452,0,0,organic,2015,Orlando
2015/4/5,1.82,2405.02,848.85,0,0,organic,2015,Orlando
2015/3/29,1.89,2718.72,589.95,0,0,organic,2015,Orlando
2015/3/22,1.77,3577.55,1620,0,0,organic,2015,Orlando
2015/3/15,1.82,2478.71,896.67,0,0,organic,2015,Orlando
2015/3/8,1.75,2782.53,1346.67,0,0,organic,2015,Orlando
2015/3/1,1.7,3031.46,1780,0,0,organic,2015,Orlando
2015/2/22,1.76,2584.79,1206.67,0,0,organic,2015,Orlando
2015/2/15,1.85,2038.24,610,0,0,organic,2015,Orlando
2015/2/8,1.75,3229.47,1616.67,0,0,organic,2015,Orlando
2015/2/1,1.76,2499.88,1183.33,0,0,organic,2015,Orlando
2015/1/25,1.82,1925.46,696.67,0,0,organic,2015,Orlando
2015/1/18,1.79,2151.76,883.33,0,0,organic,2015,Orlando
2015/1/11,1.92,1610.6,266.67,0,0,organic,2015,Orlando
2015/1/4,1.8,2057.29,803.33,0,0,organic,2015,Orlando
2015/12/27,1.5,8780.15,560.04,5511.17,0,organic,2015,Philadelphia
2015/12/20,1.83,6900.94,1195.09,1610.45,0,organic,2015,Philadelphia
2015/12/13,1.79,7292.08,1098.51,3425.26,0,organic,2015,Philadelphia
2015/12/6,1.35,7324.92,64.68,5233.46,0,organic,2015,Philadelphia
2015/11/29,1.45,5104.74,102.78,3412.78,0,organic,2015,Philadelphia
2015/11/22,1.55,4698.19,93.11,2455.28,0,organic,2015,Philadelphia
2015/11/15,1.76,2966.77,333.53,182.77,0,organic,2015,Philadelphia
2015/11/8,1.87,2933.95,210.74,218.38,0,organic,2015,Philadelphia
2015/11/1,2.06,2371.09,89.98,146.96,0,organic,2015,Philadelphia
2015/10/25,1.86,3254.64,72.11,907.4,0,organic,2015,Philadelphia
2015/10/18,1.74,3665.62,111.28,1708.27,0,organic,2015,Philadelphia
2015/10/11,1.62,4268.78,147,2183.98,0,organic,2015,Philadelphia
2015/10/4,2.15,2709.41,447.31,0,0,organic,2015,Philadelphia
2015/9/27,2.21,3002.5,794.51,0,0,organic,2015,Philadelphia
2015/9/20,1.87,3957.04,1390.65,0,0,organic,2015,Philadelphia
2015/9/13,1.95,4303.93,2071.25,5.86,0,organic,2015,Philadelphia
2015/9/6,1.71,6848.76,4378.09,31.81,0,organic,2015,Philadelphia
2015/8/30,1.93,4426.44,2207.12,89.05,0,organic,2015,Philadelphia
2015/8/23,1.99,4617.21,2140.52,11.41,0,organic,2015,Philadelphia
2015/8/16,2.06,3885.79,1356.9,0,0,organic,2015,Philadelphia
2015/8/9,1.79,5446.24,2495.87,0,0,organic,2015,Philadelphia
2015/8/2,1.94,5147.5,2890.09,0,0,organic,2015,Philadelphia
2015/7/26,1.92,3072.46,960.37,0,0,organic,2015,Philadelphia
2015/7/19,1.97,5289.63,3067.7,0,0,organic,2015,Philadelphia
2015/7/12,1.98,2617.63,372.14,0,0,organic,2015,Philadelphia
2015/7/5,2.03,3075.46,1147.19,0,0,organic,2015,Philadelphia
2015/6/28,1.88,4785.67,2564.03,0,0,organic,2015,Philadelphia
2015/6/21,2.05,3782.07,1813.63,0,0,organic,2015,Philadelphia
2015/6/14,1.84,6353.19,3682.71,0,0,organic,2015,Philadelphia
2015/6/7,1.94,5043.08,3198.5,0,0,organic,2015,Philadelphia
2015/5/31,1.86,5461.83,3121.93,0,0,organic,2015,Philadelphia
2015/5/24,1.9,5495.95,3413.37,0,0,organic,2015,Philadelphia
2015/5/17,1.85,5578.04,3667.75,0,0,organic,2015,Philadelphia
2015/5/10,1.79,7296.3,5274.7,0,0,organic,2015,Philadelphia
2015/5/3,1.85,5737.78,3940.16,0,0,organic,2015,Philadelphia
2015/4/26,1.86,4698.5,3218.27,0,0,organic,2015,Philadelphia
2015/4/19,1.89,4548.77,2477.85,0,0,organic,2015,Philadelphia
2015/4/12,1.73,5957.21,3379.16,0,0,organic,2015,Philadelphia
2015/4/5,1.81,4382.72,2717.23,0,0,organic,2015,Philadelphia
2015/3/29,1.83,4310.34,2600.16,0,0,organic,2015,Philadelphia
2015/3/22,1.84,2777.38,429.93,0,0,organic,2015,Philadelphia
2015/3/15,1.7,4152.94,2384.32,0,0,organic,2015,Philadelphia
2015/3/8,1.63,6507.49,4864.1,0,0,organic,2015,Philadelphia
2015/3/1,1.83,3448.63,1823.41,0,0,organic,2015,Philadelphia
2015/2/22,1.75,4341.33,2827.17,0,0,organic,2015,Philadelphia
2015/2/15,1.68,5687.19,3714.64,0,0,organic,2015,Philadelphia
2015/2/8,1.76,4172.75,2880.19,0,0,organic,2015,Philadelphia
2015/2/1,1.69,4907.41,3201.03,0,0,organic,2015,Philadelphia
2015/1/25,1.82,2888.62,1271.83,0,0,organic,2015,Philadelphia
2015/1/18,1.93,1699,689.13,0,0,organic,2015,Philadelphia
2015/1/11,1.63,6715.18,4465.66,6.67,0,organic,2015,Philadelphia
2015/1/4,1.72,3788.6,1794.91,0,0,organic,2015,Philadelphia
2015/12/27,1.72,7422.47,1324.33,153.5,0,organic,2015,PhoenixTucson
2015/12/20,1.79,6499.82,679.05,21.68,0,organic,2015,PhoenixTucson
2015/12/13,1.72,6991.24,765.64,0,0,organic,2015,PhoenixTucson
2015/12/6,1.87,5936.27,260,0,0,organic,2015,PhoenixTucson
2015/11/29,1.89,5175.81,106.67,0,0,organic,2015,PhoenixTucson
2015/11/22,1.89,6755.96,196.67,5.54,0,organic,2015,PhoenixTucson
2015/11/15,1.89,7451.55,203.33,5.56,0,organic,2015,PhoenixTucson
2015/11/8,1.72,9192.79,325.02,27.85,0,organic,2015,PhoenixTucson
2015/11/1,1.7,8638.12,238.92,5.59,0,organic,2015,PhoenixTucson
2015/10/25,1.52,9307.99,143.33,22.41,0,organic,2015,PhoenixTucson
2015/10/18,1.84,12357.55,166.14,42.12,0,organic,2015,PhoenixTucson
2015/10/11,1.91,6593.87,181.25,3.52,0,organic,2015,PhoenixTucson
2015/10/4,1.93,6825.19,143.33,17.23,0,organic,2015,PhoenixTucson
2015/9/27,1.85,7128.73,442.37,21.95,0,organic,2015,PhoenixTucson
2015/9/20,1.98,4881.79,193.33,56.11,0,organic,2015,PhoenixTucson
2015/9/13,1.9,7622.55,968.39,225.52,0,organic,2015,PhoenixTucson
2015/9/6,1.79,10567.84,759.46,896.33,0,organic,2015,PhoenixTucson
2015/8/30,1.8,10535.93,1013.33,654.79,0,organic,2015,PhoenixTucson
2015/8/23,1.81,10004.86,796.67,466.62,0,organic,2015,PhoenixTucson
2015/8/16,1.79,10949.5,1013.33,168.43,0,organic,2015,PhoenixTucson
2015/8/9,1.82,10066.22,880,236.05,0,organic,2015,PhoenixTucson
2015/8/2,1.88,8593.93,533.33,112.02,0,organic,2015,PhoenixTucson
2015/7/26,1.85,7178.36,290,270.89,0,organic,2015,PhoenixTucson
2015/7/19,1.85,6428.81,223.33,183.13,0,organic,2015,PhoenixTucson
2015/7/12,1.82,8064.16,746.67,139.18,0,organic,2015,PhoenixTucson
2015/7/5,1.72,10481.04,1126.67,371.66,0,organic,2015,PhoenixTucson
2015/6/28,1.54,11633.27,303.33,615.43,0,organic,2015,PhoenixTucson
2015/6/21,1.48,14656.29,736.67,311.33,0,organic,2015,PhoenixTucson
2015/6/14,1.62,12799.12,1193.33,741.03,0,organic,2015,PhoenixTucson
2015/6/7,1.54,13840.92,973.33,1085.5,0,organic,2015,PhoenixTucson
2015/5/31,1.54,14390.21,1025.83,1226.69,0,organic,2015,PhoenixTucson
2015/5/24,1.7,11605.98,960,663.17,0,organic,2015,PhoenixTucson
2015/5/17,1.67,11593.7,866.67,730.64,0,organic,2015,PhoenixTucson
2015/5/10,1.46,14755.15,906.67,1173.58,0,organic,2015,PhoenixTucson
2015/5/3,1.4,17519.51,1073.33,939.14,0,organic,2015,PhoenixTucson
2015/4/26,1.65,17775.41,726.67,801.58,0,organic,2015,PhoenixTucson
2015/4/19,1.48,15735.77,670,879.69,0,organic,2015,PhoenixTucson
2015/4/12,1.56,14281.66,2138.25,692.38,0,organic,2015,PhoenixTucson
2015/4/5,1.5,14328.05,1812.94,280.09,0,organic,2015,PhoenixTucson
2015/3/29,1.46,15287.62,665.15,36.97,0,organic,2015,PhoenixTucson
2015/3/22,1.37,13824.58,659.15,12.35,0,organic,2015,PhoenixTucson
2015/3/15,1.56,9530.76,1056.67,9.9,0,organic,2015,PhoenixTucson
2015/3/8,1.52,12545.98,2513.33,4.96,0,organic,2015,PhoenixTucson
2015/3/1,1.37,14618.92,1626.67,7.46,0,organic,2015,PhoenixTucson
2015/2/22,1.59,10924.58,866.67,17.49,0,organic,2015,PhoenixTucson
2015/2/15,1.66,10159.47,1096.68,15.05,0,organic,2015,PhoenixTucson
2015/2/8,1.55,12418.02,1786.67,0,0,organic,2015,PhoenixTucson
2015/2/1,1.18,13645.72,813.46,5.06,0,organic,2015,PhoenixTucson
2015/1/25,1.54,10849.4,1120,12.73,0,organic,2015,PhoenixTucson
2015/1/18,1.36,12251.87,473.33,0,0,organic,2015,PhoenixTucson
2015/1/11,1.36,14035.18,876.68,2.58,0,organic,2015,PhoenixTucson
2015/1/4,1.12,17296.85,830,28.6,0,organic,2015,PhoenixTucson
2015/12/27,1.5,749.03,450.74,69.5,0,organic,2015,Pittsburgh
2015/12/20,1.55,679.51,287.87,125.62,0,organic,2015,Pittsburgh
2015/12/13,1.56,852.98,354.8,167.4,0,organic,2015,Pittsburgh
2015/12/6,1.55,1313.49,555.08,186.8,0,organic,2015,Pittsburgh
2015/11/29,1.4,1161.01,522.12,157.2,0,organic,2015,Pittsburgh
2015/11/22,1.54,1158.22,248.27,308.31,0,organic,2015,Pittsburgh
2015/11/15,1.43,1387.96,360.84,527.15,0,organic,2015,Pittsburgh
2015/11/8,1.44,1269.64,597.2,263.9,0,organic,2015,Pittsburgh
2015/11/1,1.46,1383.12,694.95,231.16,0,organic,2015,Pittsburgh
2015/10/25,1.47,1973.01,1328.55,22.77,0,organic,2015,Pittsburgh
2015/10/18,1.45,1329.64,765.02,49.39,0,organic,2015,Pittsburgh
2015/10/11,1.45,1366.39,622.67,243.59,0,organic,2015,Pittsburgh
2015/10/4,1.19,1849.29,996.34,281.97,0,organic,2015,Pittsburgh
2015/9/27,1.47,1151.64,385.24,373.57,0,organic,2015,Pittsburgh
2015/9/20,1.44,1513.77,223.44,560.33,0,organic,2015,Pittsburgh
2015/9/13,1.47,1390.96,631.97,182.89,0,organic,2015,Pittsburgh
2015/9/6,1.5,2278.16,814.25,643.35,0,organic,2015,Pittsburgh
2015/8/30,1.52,2181.39,713.13,616.05,0,organic,2015,Pittsburgh
2015/8/23,1.66,1973.39,1083.22,79.63,0,organic,2015,Pittsburgh
2015/8/16,1.57,1531.14,426.67,393.24,0,organic,2015,Pittsburgh
2015/8/9,1.47,2156.53,1217.54,467.42,0,organic,2015,Pittsburgh
2015/8/2,1.57,1238.66,257.53,361.29,0,organic,2015,Pittsburgh
2015/7/26,1.46,1190.83,80.85,537.88,0,organic,2015,Pittsburgh
2015/7/19,1.83,753.64,153.33,37.98,0,organic,2015,Pittsburgh
2015/7/12,1.81,1279.45,457.58,0,0,organic,2015,Pittsburgh
2015/7/5,1.83,1383.67,423.79,3.79,0,organic,2015,Pittsburgh
2015/6/28,1.77,1402.53,529.83,18.93,0,organic,2015,Pittsburgh
2015/6/21,1.58,1698.9,495.74,394.11,0,organic,2015,Pittsburgh
2015/6/14,1.56,1517.59,687.69,235.97,0,organic,2015,Pittsburgh
2015/6/7,1.57,1726.96,911.62,108.15,0,organic,2015,Pittsburgh
2015/5/31,1.51,2154.53,1106.72,178.07,0,organic,2015,Pittsburgh
2015/5/24,1.54,2254.02,1007.5,318.7,0,organic,2015,Pittsburgh
2015/5/17,1.53,2614.93,1378.92,78.97,0,organic,2015,Pittsburgh
2015/5/10,1.49,2295.39,1220.47,187.22,0,organic,2015,Pittsburgh
2015/5/3,1.49,1889.99,995.08,231.49,0,organic,2015,Pittsburgh
2015/4/26,1.38,2284.48,1402.62,110.91,0,organic,2015,Pittsburgh
2015/4/19,1.37,3182.2,1606.8,282.19,0,organic,2015,Pittsburgh
2015/4/12,1.45,3221.99,1748.33,322.1,0,organic,2015,Pittsburgh
2015/4/5,1.35,2808.98,1668.65,205.02,0,organic,2015,Pittsburgh
2015/3/29,1.41,2274.19,1344.02,0,0,organic,2015,Pittsburgh
2015/3/22,1.47,2059.01,1122.85,1.73,0,organic,2015,Pittsburgh
2015/3/15,1.68,1253.46,357.87,122.26,0,organic,2015,Pittsburgh
2015/3/8,1.65,2337.44,1233.27,212.17,0,organic,2015,Pittsburgh
2015/3/1,1.63,2224.4,1379.85,38.13,0,organic,2015,Pittsburgh
2015/2/22,1.71,1860.35,518.36,396.08,0,organic,2015,Pittsburgh
2015/2/15,1.71,1784.02,760.32,157.23,0,organic,2015,Pittsburgh
2015/2/8,1.6,2253.42,1138.48,316.39,0,organic,2015,Pittsburgh
2015/2/1,1.77,1427.11,585.38,7.08,0,organic,2015,Pittsburgh
2015/1/25,1.7,1441.14,559.41,192.34,0,organic,2015,Pittsburgh
2015/1/18,1.55,3448.42,257.86,2168.61,0,organic,2015,Pittsburgh
2015/1/11,1.82,1663.25,564.2,3.48,0,organic,2015,Pittsburgh
2015/1/4,1.81,1339.36,447.01,14.02,0,organic,2015,Pittsburgh
2015/12/27,1.6,32041.32,5921.08,7770.73,0,organic,2015,Plains
2015/12/20,1.69,29471.57,4937.52,4857.91,0,organic,2015,Plains
2015/12/13,1.82,24664.21,4488.01,1999.68,0,organic,2015,Plains
2015/12/6,1.92,21986.87,3518.24,1532.4,0,organic,2015,Plains
2015/11/29,1.82,23344.7,4404.5,2636.84,0,organic,2015,Plains
2015/11/22,1.69,28577.15,5955.98,4800.16,0,organic,2015,Plains
2015/11/15,1.68,30958.65,7356.62,5149.53,0,organic,2015,Plains
2015/11/8,1.73,32097.19,8602.73,4144.06,0,organic,2015,Plains
2015/11/1,1.55,34437.74,8910.32,7908.76,0,organic,2015,Plains
2015/10/25,1.64,30717.28,7405.56,6192.92,0,organic,2015,Plains
2015/10/18,1.68,31802.25,6944.31,6370.03,0,organic,2015,Plains
2015/10/11,1.82,28422.94,6460.34,3706.02,0,organic,2015,Plains
2015/10/4,1.76,30507.45,8437.2,4494.15,0,organic,2015,Plains
2015/9/27,1.85,28183.63,8593.72,2382.88,0,organic,2015,Plains
2015/9/20,1.85,30393.35,8824.73,2492.86,0,organic,2015,Plains
2015/9/13,1.87,29440.58,8144.24,2030.25,0,organic,2015,Plains
2015/9/6,1.91,30307.58,7806.44,1635.89,0,organic,2015,Plains
2015/8/30,1.9,34522.02,9923.77,2295.26,0,organic,2015,Plains
2015/8/23,1.92,31850.38,8311.71,1809.43,0,organic,2015,Plains
2015/8/16,1.88,32159.33,9695.15,1554.08,0,organic,2015,Plains
2015/8/9,1.87,34667.31,10591.35,1716.08,0,organic,2015,Plains
2015/8/2,1.84,32696.45,10259.64,2189.71,0,organic,2015,Plains
2015/7/26,1.84,27102.7,7498.39,1588.09,0,organic,2015,Plains
2015/7/19,1.85,28602.01,6599.43,2329.16,0,organic,2015,Plains
2015/7/12,1.89,34274.47,5262.78,3350.23,0,organic,2015,Plains
2015/7/5,1.92,40423.05,7044.08,2853.48,0,organic,2015,Plains
2015/6/28,1.93,33557.37,6061.76,2089.13,0,organic,2015,Plains
2015/6/21,1.88,37004.14,7204.04,2174.42,0,organic,2015,Plains
2015/6/14,1.79,33795.51,5857.07,2265.36,0,organic,2015,Plains
2015/6/7,1.9,30028,6108.64,2514.58,0,organic,2015,Plains
2015/5/31,1.93,31775.42,7198.51,2226.58,0,organic,2015,Plains
2015/5/24,1.92,31193.34,6649.48,2074.65,0,organic,2015,Plains
2015/5/17,1.93,30302.51,6285.96,2169.76,0,organic,2015,Plains
2015/5/10,1.85,32022.52,8533.47,2583.82,0,organic,2015,Plains
2015/5/3,1.92,27541.24,5360.43,1807.25,0,organic,2015,Plains
2015/4/26,1.93,30001.14,7742.3,1916.99,0,organic,2015,Plains
2015/4/19,1.9,29227.44,8530.66,1315.48,0,organic,2015,Plains
2015/4/12,1.82,31363.93,8861.94,2226.7,0,organic,2015,Plains
2015/4/5,1.81,36535.72,12419.92,1884.74,0,organic,2015,Plains
2015/3/29,1.85,34062.08,12479.89,253.39,0,organic,2015,Plains
2015/3/22,1.8,34244.34,10549.2,730.52,0,organic,2015,Plains
2015/3/15,1.67,36469.37,15944.5,1674.91,0,organic,2015,Plains
2015/3/8,1.68,33434.23,15943.23,1400.71,0,organic,2015,Plains
2015/3/1,1.7,36993.47,13506.71,946.32,0,organic,2015,Plains
2015/2/22,1.66,40390.21,16731.6,778.32,0,organic,2015,Plains
2015/2/15,1.68,39967.69,14480.47,1224.83,0,organic,2015,Plains
2015/2/8,1.54,46329.16,14104.27,1298.58,0,organic,2015,Plains
2015/2/1,1.67,30193.16,9989.22,1768.04,0,organic,2015,Plains
2015/1/25,1.8,30207.8,10403.58,1062.77,0,organic,2015,Plains
2015/1/18,1.8,29669.53,8577.16,1241.43,0,organic,2015,Plains
2015/1/11,1.68,37617.95,13774.1,1918.72,0,organic,2015,Plains
2015/1/4,1.69,34190.37,13793.22,1545.05,0,organic,2015,Plains
2015/12/27,1.24,27118.17,6705.83,8303.19,0,organic,2015,Portland
2015/12/20,1.21,25645.44,5902.85,9672.34,0,organic,2015,Portland
2015/12/13,0.93,67512.97,21656.83,23626.47,0,organic,2015,Portland
2015/12/6,1.66,12668.99,7.43,3515.83,0,organic,2015,Portland
2015/11/29,1.38,20992.27,55.39,10642.44,0,organic,2015,Portland
2015/11/22,1.12,57410.08,81.41,34378.38,0,organic,2015,Portland
2015/11/15,1.8,12928.53,110,2459.22,0,organic,2015,Portland
2015/11/8,1.39,22300.6,1115.81,6708,0,organic,2015,Portland
2015/11/1,0.98,62592.4,7849.49,31551.08,0,organic,2015,Portland
2015/10/25,1.74,16496.39,36.85,6246.22,0,organic,2015,Portland
2015/10/18,1.78,17590.21,7.37,4753.72,0,organic,2015,Portland
2015/10/11,1.68,26547.99,14.73,9943.91,0,organic,2015,Portland
2015/10/4,1.57,35183.28,18.38,11031.4,0,organic,2015,Portland
2015/9/27,1.72,18034.01,0,6459.62,0,organic,2015,Portland
2015/9/20,1.76,18014.56,0,6906.73,0,organic,2015,Portland
2015/9/13,2.07,17959.18,7.34,4243.7,0,organic,2015,Portland
2015/9/6,2.16,18433.15,0,3166.8,0,organic,2015,Portland
2015/8/30,1.37,50198.43,0,11546.54,0,organic,2015,Portland
2015/8/23,2.21,17148.39,0,1225.99,0,organic,2015,Portland
2015/8/16,1.73,30519.41,0,6777.52,0,organic,2015,Portland
2015/8/9,2.02,18149.27,0,2426.6,0,organic,2015,Portland
2015/8/2,1.94,18054.18,0,837.3,0,organic,2015,Portland
2015/7/26,1.96,23093.97,0,1579.17,0,organic,2015,Portland
2015/7/19,1.37,55813.66,0,9049.81,0,organic,2015,Portland
2015/7/12,1.82,24707.16,0,2684.18,0,organic,2015,Portland
2015/7/5,1.93,24954.8,0,1085.06,0,organic,2015,Portland
2015/6/28,1.53,41116.32,0,0,0,organic,2015,Portland
2015/6/21,1.53,32394.98,0,699.7,0,organic,2015,Portland
2015/6/14,1.91,24034.25,0,1396.81,0,organic,2015,Portland
2015/6/7,1.96,26864.42,0,608.92,0,organic,2015,Portland
2015/5/31,1.5,41728.28,0,81.34,0,organic,2015,Portland
2015/5/24,1.82,22950.59,0,792.13,0,organic,2015,Portland
2015/5/17,1.68,30795.99,0,2985.09,0,organic,2015,Portland
2015/5/10,1.64,26757.91,0,3772.97,0,organic,2015,Portland
2015/5/3,1.54,26104.52,0,5550.6,0,organic,2015,Portland
2015/4/26,1.27,40141.38,0,10465.87,0,organic,2015,Portland
2015/4/19,1.57,28675.93,0,3108.03,0,organic,2015,Portland
2015/4/12,1.32,63498.04,0,13324.04,0,organic,2015,Portland
2015/4/5,1.76,27428.43,0,608.57,0,organic,2015,Portland
2015/3/29,1.45,59406.24,3.06,4952.91,0,organic,2015,Portland
2015/3/22,1.29,62866.23,12.08,6475.52,0,organic,2015,Portland
2015/3/15,1.61,25244.87,0,2144.12,0,organic,2015,Portland
2015/3/8,1.45,60658.97,0,1019.63,0,organic,2015,Portland
2015/3/1,1.32,30280.67,0,500.73,0,organic,2015,Portland
2015/2/22,1.38,28687.98,3.33,1352.86,0,organic,2015,Portland
2015/2/15,1.51,25692.22,180,3707.23,0,organic,2015,Portland
2015/2/8,1.23,57669.71,710,8270.94,0,organic,2015,Portland
2015/2/1,1.2,39672.8,540,6028.55,0,organic,2015,Portland
2015/1/25,1.35,30862.91,540,3734.07,0,organic,2015,Portland
2015/1/18,1.24,51904.44,303.33,9623.53,0,organic,2015,Portland
2015/1/11,1.22,43116.44,480,3997.36,0,organic,2015,Portland
2015/1/4,1.28,32927.82,613.33,3045.3,0,organic,2015,Portland
2015/12/27,1.74,3905.44,1116.34,158.99,0,organic,2015,RaleighGreensboro
2015/12/20,1.77,4400.55,1350,0,0,organic,2015,RaleighGreensboro
2015/12/13,1.81,3270.51,570,47.35,0,organic,2015,RaleighGreensboro
2015/12/6,1.82,3494.91,798.35,33.41,0,organic,2015,RaleighGreensboro
2015/11/29,1.78,3817.84,1172.56,150.28,0,organic,2015,RaleighGreensboro
2015/11/22,1.79,4163.25,1302.93,22.85,0,organic,2015,RaleighGreensboro
2015/11/15,1.77,4301.53,1567.31,127.91,0,organic,2015,RaleighGreensboro
2015/11/8,1.75,4292.52,1357.91,166.63,0,organic,2015,RaleighGreensboro
2015/11/1,1.65,5676.99,2156.74,486.46,0,organic,2015,RaleighGreensboro
2015/10/25,1.78,5657.77,2102.2,48.29,0,organic,2015,RaleighGreensboro
2015/10/18,1.73,5627.1,2241.87,137.6,0,organic,2015,RaleighGreensboro
2015/10/11,1.59,6683.43,2405.52,923.08,0,organic,2015,RaleighGreensboro
2015/10/4,1.76,5592.18,2062.84,406.32,0,organic,2015,RaleighGreensboro
2015/9/27,1.81,6250.05,2796.4,242.02,0,organic,2015,RaleighGreensboro
2015/9/20,1.86,5430.92,2490.46,0,0,organic,2015,RaleighGreensboro
2015/9/13,1.94,5345.41,1762.85,0,0,organic,2015,RaleighGreensboro
2015/9/6,1.95,5552.08,1931.19,21,0,organic,2015,RaleighGreensboro
2015/8/30,1.94,6106.73,2132.13,78.71,0,organic,2015,RaleighGreensboro
2015/8/23,1.92,6846.72,2335.43,268.63,0,organic,2015,RaleighGreensboro
2015/8/16,1.9,6123.23,2151.8,170.46,0,organic,2015,RaleighGreensboro
2015/8/9,1.82,7429.61,2344.6,133.15,0,organic,2015,RaleighGreensboro
2015/8/2,1.86,6466.04,2588.48,77.97,0,organic,2015,RaleighGreensboro
2015/7/26,1.77,6381.57,1918.31,696.96,0,organic,2015,RaleighGreensboro
2015/7/19,1.76,6069.35,1873.03,612.57,0,organic,2015,RaleighGreensboro
2015/7/12,1.77,6764.37,2357.79,629.97,0,organic,2015,RaleighGreensboro
2015/7/5,1.82,6774.43,2200.97,459.39,0,organic,2015,RaleighGreensboro
2015/6/28,1.8,5676.88,1451.44,480.79,0,organic,2015,RaleighGreensboro
2015/6/21,1.83,5444.87,1007.8,360.5,0,organic,2015,RaleighGreensboro
2015/6/14,1.75,6913.18,2179.92,594.87,0,organic,2015,RaleighGreensboro
2015/6/7,1.66,7277.02,2473.82,962.85,0,organic,2015,RaleighGreensboro
2015/5/31,1.6,9214.37,2150.81,356.23,0,organic,2015,RaleighGreensboro
2015/5/24,1.36,10570.74,1933.68,1372.39,0,organic,2015,RaleighGreensboro
2015/5/17,1.15,17956.34,2118.11,641.91,0,organic,2015,RaleighGreensboro
